cell_id,centroid_lon,centroid_lat,LST_mean,LST_std,NDVI_mean,NDVI_std,building_count,building_area,road_count,road_length,impervious_surface_proxy,vegetation_cover_proxy
48,77.4915507,12.9101251,25.41338090382968,1.9908742461427074,0.33180142065706864,0.14219397381258556,18,0.00015600355272871077,5,0.06475376404301636,801.3551555030257,0.33180142065706864
49,77.4915507,12.9191251,26.36080314988418,1.7799135139247253,0.3339020462764759,0.14493298555061418,15,0.0005878250615354025,11,0.027029622440366188,340.9561419987851,0.3339020462764759
50,77.4915507,12.9281251,26.02026021042798,2.0258029201834216,0.314752608405158,0.17585534648142898,17,5.062190852908161e-05,9,0.011841962130929582,146.82202517850203,0.314752608405158
51,77.4915507,12.9371251,26.539051817471684,2.072747813374143,0.30841160584132127,0.12104614550344235,14,0.0002944949409322253,11,0.0031497231101596294,42.52121050730685,0.30841160584132127
52,77.4915507,12.9461251,27.095950506070107,1.7232489363800647,0.26850332214128625,0.1446501378737587,9,6.383824993382027e-05,5,0.0002449830587824881,3.8126087495840544,0.26850332214128625
53,77.4915507,12.9551251,27.1001294070097,1.8485809988414028,0.24292394240774517,0.1451625197536399,18,0.00032805707748596104,13,0.027116360323965555,338.8199679191546,0.24292394240774517
54,77.4915507,12.9641251,27.399260156796206,2.0149014977272346,0.22759799592523933,0.15251728468038886,13,1.1571545999564454e-05,11,0.001906984576983082,23.685878061514156,0.22759799592523933
55,77.4915507,12.9731251,27.39973121483737,1.9613798347190945,0.20636393988290816,0.12719323693502843,16,0.0002280689012812928,14,0.005107619816520852,65.87270021977957,0.20636393988290816
56,77.4915507,12.9821251,27.28548599189665,2.153530251673927,0.22832266443038146,0.16457424251609193,17,0.0002153493417529,6,0.001861810787755523,25.643952216153373,0.22832266443038146
57,77.4915507,12.9911251,27.59351919970095,1.5349664424231229,0.1880397388840459,0.16294508592568904,23,0.0005086404565764548,16,0.0017499979085385405,27.88442426067896,0.1880397388840459
58,77.4915507,13.0001251,27.76373004290726,2.045091684868389,0.21010074042989743,0.15110628759249603,21,6.555491076245713e-05,13,0.012437359388780166,154.35696666102007,0.21010074042989743
59,77.4915507,13.0091251,27.922390521996856,1.9857712962366736,0.21274788326768662,0.15088260464533246,20,1.5952897273584157e-05,4,0.13918230558450903,1718.4970182936127,0.21274788326768662
60,77.4915507,13.0181251,27.34847673080976,1.9594410931591553,0.21681990995820014,0.1348860829552241,17,8.929098664280325e-05,8,0.08647097534596672,1068.6452633655497,0.21681990995820014
61,77.4915507,13.0271251,27.63407851408939,1.9646011572038458,0.21939876847050901,0.1589105239152785,17,0.00024356486936949928,9,0.0028902566920386914,38.689155079113476,0.21939876847050901
62,77.4915507,13.0361251,27.666548411463555,1.987824498718558,0.22030092017367486,0.13468410886376542,18,0.00016579035982817493,12,0.06405935358167134,792.9030116234509,0.22030092017367486
63,77.4915507,13.0451251,27.092273236018823,1.8560241695669462,0.24080317770669923,0.16186479467795944,14,0.0007910959663321411,13,0.0222805071531487,284.83460641334375,0.24080317770669923
64,77.4915507,13.0541251,26.482035920905936,1.9612946151521689,0.2809550846377985,0.14655615336022668,21,0.00015253643317106978,8,0.008270020260628,103.9821814049268,0.2809550846377985
65,77.4915507,13.0631251,26.980447478548573,1.9575988338816153,0.28746137510842557,0.16548548448145506,16,8.503792353290864e-06,8,0.018523455267506345,228.78961802295848,0.28746137510842557
66,77.4915507,13.0721251,26.201819615543105,2.206312202877237,0.2885121235945452,0.15504477408074738,9,0.0001900169270647937,9,0.10150787117796732,1255.5294827781743,0.2885121235945452
67,77.5005507,12.8741251,24.472701328093276,2.0317717032768123,0.45619458782728195,0.14505788756838744,14,0.00010691426655224127,4,0.012369273394377394,154.02700815962515,0.45619458782728195
68,77.5005507,12.8831251,24.76251184866369,1.724089070505592,0.4031551376439344,0.14910979392105522,6,5.045564338703405e-05,8,0.007977890990573812,99.1153905427265,0.4031551376439344
69,77.5005507,12.8921251,25.30736995152107,2.039836823092819,0.3766296170895688,0.15489063975155049,9,4.846047595183573e-05,3,0.00859912829050388,106.7603551414286,0.3766296170895688
70,77.5005507,12.9011251,25.409637176128662,2.288911243997945,0.3390110467479926,0.14920016933115746,15,0.00017743258119772226,10,0.008716670650261698,109.80374359826446,0.3390110467479926
71,77.5005507,12.9101251,26.30470487399196,1.9334803151425701,0.33394035889016244,0.1358235855599804,16,0.00014748466466944015,8,0.00704646754256484,88.81422478067013,0.33394035889016244
72,77.5005507,12.9191251,26.382806527168658,1.8645604679561054,0.3111774895861398,0.14256561068661194,17,0.00015835159728484597,7,0.07513410022071562,929.5364421975368,0.3111774895861398
73,77.5005507,12.9281251,26.77398812968579,1.9439991364468814,0.2873432306318115,0.15017812215785123,24,0.0001453200356309279,6,0.008820039693203724,110.68345344240312,0.2873432306318115
74,77.5005507,12.9371251,26.9426848884679,1.7873767074950448,0.2538541725991599,0.15580132178322767,20,0.00023582683179837406,10,0.009941697300319826,125.64844607553336,0.2538541725991599
75,77.5005507,12.9461251,27.28599960610719,2.0960649651776566,0.21556411394946765,0.16036823797161429,15,0.00011934145792760668,8,0.02886955066471556,357.8875570696688,0.21556411394946765
76,77.5005507,12.9551251,27.20032980121387,2.03364376895151,0.19423193632136118,0.14439803036041815,20,0.0004408745820324415,9,0.029947462451622258,375.1646547364778,0.19423193632136118
77,77.5005507,12.9641251,28.42619121444371,1.9390236670294103,0.19741518746243863,0.1433981298614935,22,1.3800277016332252e-05,12,0.006746687696520358,83.4628144881073,0.19741518746243863
78,77.5005507,12.9731251,28.506696360304723,2.227273407918367,0.17690781875201417,0.16563787915269607,21,2.12959726745876e-05,8,0.0013623783571324098,17.082399133419724,0.17690781875201417
79,77.5005507,12.9821251,28.419961486506992,1.8460375464177778,0.174473947522153,0.14849148969410325,9,0.0005190204029314668,6,0.003009404555577686,43.56080195690313,0.174473947522153
80,77.5005507,12.9911251,28.458212224260954,2.193917698120553,0.14859106115895565,0.14992247789822757,11,0.0009083943352095001,6,0.027751454855416663,353.82529864970576,0.14859106115895565
81,77.5005507,13.0001251,28.251090392474975,1.8951497675535083,0.17107467418380312,0.13470759434918433,20,0.001030428343623884,6,0.06813415781789926,853.8837797718908,0.17107467418380312
82,77.5005507,13.0091251,28.12865490709077,2.005480124330841,0.18324970043714536,0.15858019027764614,21,4.8730219123961925e-05,12,0.023355854084448516,288.9454852292899,0.18324970043714536
83,77.5005507,13.0181251,27.956291656876154,1.8516889025357126,0.17502641077424846,0.12819076178876226,22,0.00045650494384375423,12,0.017889556004765543,226.49457961246048,0.17502641077424846
84,77.5005507,13.0271251,27.92677374312715,2.053512723739092,0.20435515577529603,0.17746685179369476,12,0.0002890031556570152,10,0.025325853081764618,316.2327930545881,0.20435515577529603
85,77.5005507,13.0361251,27.674077710647087,2.1235702782571146,0.18425745080116374,0.1400587034021524,13,9.089567481739272e-05,8,0.002260304662012825,29.027164652224915,0.18425745080116374
86,77.5005507,13.0451251,27.952304854817672,1.9114226290827832,0.21181380443288458,0.15087009383557634,22,9.939728845436938e-05,6,0.015079329145448092,187.3916843691662,0.21181380443288458
87,77.5005507,13.0541251,27.279479216878983,2.0771483484789925,0.22250383344665273,0.15462782206981923,10,8.243972101621399e-05,13,0.0015404387335654127,20.035536476316384,0.22250383344665273
88,77.5005507,13.0631251,27.0312934136232,2.1134167820364747,0.25902555499767904,0.1641975102849769,15,0.0005853234114832191,4,0.007410066026419481,98.70851157904569,0.25902555499767904
89,77.5005507,13.0721251,26.89893867182446,1.8456194837919901,0.2541917391317644,0.17145492725673928,17,0.0002550678971587855,14,0.008840771966241454,112.29431930123754,0.2541917391317644
90,77.5005507,13.0811251,26.29503476035941,2.256156642499546,0.2974379680826781,0.14596950733273162,9,0.00011427577387141274,9,0.08968044307834286,1108.5767759532628,0.2974379680826781
91,77.5095507,12.8651251,23.5648868009912,1.9437414110195574,0.4696702977130904,0.12889791047933774,11,1.1088017832869704e-05,5,0.014487149299579763,178.99058416558807,0.4696702977130904
92,77.5095507,12.8741251,24.25912109162237,1.8136767260822988,0.4182580931899166,0.1517445079630398,16,0.0003909202911469816,4,0.014111802101798425,179.04595546846184,0.4182580931899166
93,77.5095507,12.8831251,25.358212670085912,2.1983048314104705,0.3744890250426761,0.1433420859750149,11,2.0108965319612993e-05,11,0.011019010119871882,136.2854208048333,0.3744890250426761
94,77.5095507,12.8921251,25.67122999511545,1.8513349689821186,0.34382411777247285,0.15042511139373063,8,4.890873683409605e-05,7,0.001024904870078548,13.256958110032642,0.34382411777247285
95,77.5095507,12.9011251,26.07306515077786,1.978282600086778,0.34934114263948723,0.14763140631151106,17,8.670790559484973e-06,9,0.009964271073674674,123.12273906461927,0.34934114263948723
96,77.5095507,12.9101251,26.355257107070702,1.845799694488524,0.2987664686431104,0.12907189062896815,17,4.5559998462249026e-05,9,0.009887206994496698,122.62675299949319,0.2987664686431104
97,77.5095507,12.9191251,27.017244130331388,1.900356727455727,0.2709704438027794,0.15838895136172662,18,0.00010437108074616692,8,0.009453838598340664,118.00258863070164,0.2709704438027794
98,77.5095507,12.9281251,27.34257563014107,1.9274037068311838,0.2345070212917821,0.14536949351683,11,5.613583272182337e-05,4,0.01906984004489782,236.12315898295859,0.2345070212917821
99,77.5095507,12.9371251,27.373980141652254,2.090845912493911,0.21890080944593007,0.1374643273579952,16,0.000339627089449806,8,0.011753981020723902,149.30380382930505,0.21890080944593007
100,77.5095507,12.9461251,27.844712672064272,2.190316167829802,0.17490777632557075,0.13156222250489072,17,0.00026833035639099885,12,0.010437404419085194,132.16956512933572,0.17490777632557075
101,77.5095507,12.9551251,28.104696023936917,1.832447234937334,0.18233890129126223,0.15003755350800121,25,0.00038412042804248763,6,0.010834982382484593,138.5074421052726,0.18233890129126223
102,77.5095507,12.9641251,28.371068823078655,2.252853075602585,0.14418222352050733,0.12850586148715132,17,6.186750454896062e-05,6,0.011029961268373994,136.93615769040687,0.14418222352050733
103,77.5095507,12.9731251,28.903800780560164,2.1405943278042048,0.12381113980295239,0.151523764315238,20,0.0008273148951901027,6,0.0027382913229443678,44.019829853511986,0.12381113980295239
104,77.5095507,12.9821251,28.7993679170762,1.9816031846729445,0.13101748530048127,0.14749137462590572,25,0.000134215602386945,12,0.011636847007511235,145.32176061602692,0.13101748530048127
105,77.5095507,12.9911251,29.17867315447392,2.0011286633848386,0.1465024388660852,0.1432847744926291,19,3.58097007783145e-05,14,0.002209919679271561,27.72505407468983,0.1465024388660852
106,77.5095507,13.0001251,28.744940728190514,1.8736320659221286,0.12048976815996416,0.12719029764552622,24,0.00012852628618158988,9,0.004911425922083507,62.221632200803676,0.12048976815996416
107,77.5095507,13.0091251,28.7452490740462,2.2447230308051895,0.15879003627543609,0.1570771479161099,23,0.0005621814522262144,10,0.027781334899457527,349.91995495905854,0.15879003627543609
108,77.5095507,13.0181251,28.772709320430558,1.8340728388969187,0.12573523222157615,0.15431152428263054,13,0.00014979776009421575,12,0.03422860341175441,424.42470582529177,0.12573523222157615
109,77.5095507,13.0271251,28.71819708434593,2.025735596983635,0.13741989910114638,0.14181442722149132,15,0.0001195710531817488,5,0.04037422662634977,499.9234281423645,0.13741989910114638
110,77.5095507,13.0361251,28.501228645983584,1.9580580443329365,0.13162416499380486,0.165654069009294,20,0.0007121721941728897,8,0.008111023156154336,108.92833765836083,0.13162416499380486
111,77.5095507,13.0451251,28.243244427664834,1.901577018663307,0.1700939510044926,0.14051913212223008,16,0.000509960241090931,12,0.01254609740022439,161.185896806362,0.1700939510044926
112,77.5095507,13.0541251,27.779773083589664,1.810016394952135,0.19463190603960653,0.1640065756764739,18,0.0005451114414663755,8,0.07679010727754107,954.7557866544131,0.19463190603960653
113,77.5095507,13.0631251,27.216816819566656,2.1737816573278272,0.21617663438495027,0.14858393547005588,14,0.000214036262020567,8,0.006856726841290861,87.2933716458201,0.21617663438495027
114,77.5095507,13.0721251,27.328524283702926,2.12268252129395,0.25075288600878903,0.15664546361478443,15,0.00014594440062645593,7,0.005047366761428762,64.11495261796567,0.25075288600878903
115,77.5095507,13.0811251,26.8314486600136,1.7553743334939753,0.26046088809435036,0.15252964423398557,15,0.00021863120859528712,4,0.00195424495152103,26.825631606374287,0.26046088809435036
117,77.5185507,12.8471251,24.044798066870257,1.6359967868510648,0.4355766221516091,0.16152100317971432,8,0.0003238052301806641,9,0.0233776599518903,292.6106812601354,0.4355766221516091
118,77.5185507,12.8561251,23.691212665147244,1.9875955308062836,0.4914063025975906,0.15485518674555815,14,0.0004679725955687674,5,0.04076572246720784,509.05796373798285,0.4914063025975906
119,77.5185507,12.8651251,24.442926822275247,1.7995548748749022,0.4572284162983417,0.13079123764849554,13,0.00015808935505324934,8,0.0038779060484046986,49.82710374639443,0.4572284162983417
120,77.5185507,12.8741251,25.421836772570703,2.1041689855245482,0.38672331613723615,0.16502510351691702,8,0.0004138681982021992,7,0.023783210219442935,298.72936318080417,0.38672331613723615
121,77.5185507,12.8831251,25.422524496588565,2.1292320887287617,0.3713639198479561,0.14391345901995117,11,4.866794256337339e-05,10,0.006342783894875951,78.9068128078929,0.3713639198479561
122,77.5185507,12.8921251,25.999439327303712,2.119503061404428,0.3255426880668546,0.14963653881385855,19,0.0009490819834388739,9,0.0397958627889945,503.02400953621463,0.3255426880668546
123,77.5185507,12.9011251,26.66753127152212,2.1132890749532227,0.2610804405253853,0.1496009144522535,17,0.00024365500384622709,8,0.02830739629187612,352.4821147620043,0.2610804405253853
124,77.5185507,12.9101251,27.001685127333396,1.864590867521375,0.2834333295613538,0.15474384720178577,20,0.00014337348183428718,8,0.002697595737617104,35.073694067301126,0.2834333295613538
125,77.5185507,12.9191251,27.348423897095056,2.053962243996331,0.21898824705834183,0.17000074007353513,10,1.7820846604435975e-05,7,0.017864133887449507,220.76487325992528,0.21898824705834183
126,77.5185507,12.9281251,27.705448931385256,1.9743202493333916,0.19307824176367594,0.16323421961202622,19,0.000209303146790953,9,0.007906255529315427,100.19208242106644,0.19307824176367594
127,77.5185507,12.9371251,27.82693949911633,1.9179801269657535,0.1700755181757378,0.14307106079848686,19,4.3183601394897455e-06,11,0.02029599116801095,250.62110528580797,0.1700755181757378
128,77.5185507,12.9461251,28.375608778635,2.036663508616684,0.16841259896618802,0.15112965878307746,19,2.0134704206543217e-05,9,0.02464000847889605,304.44621213706904,0.16841259896618802
129,77.5185507,12.9551251,28.797121550673868,2.096276044746021,0.15253918172879097,0.13799107144320943,25,0.00020289580278261247,9,0.0018803828545621375,25.719489596848767,0.15253918172879097
130,77.5185507,12.9641251,29.459304543013033,1.9272156642344793,0.11827045894189453,0.14042387090856842,20,1.352596738329301e-05,12,0.014468799551436111,178.79414220764698,0.11827045894189453
131,77.5185507,12.9731251,29.130418924713553,1.7584418797853483,0.10305095991907409,0.15006064316928233,19,0.0016318098183314524,10,0.0069524210145254514,105.97815843033216,0.10305095991907409
132,77.5185507,12.9821251,29.517314884261552,2.055199810910968,0.07658780259952719,0.1496542887561266,13,0.0006153562556444606,10,0.015793973192112398,202.5843141698378,0.07658780259952719
133,77.5185507,12.9911251,29.509672760292975,1.96209815221594,0.08727182581653606,0.15196034640979267,21,1.6226223866396185e-05,14,0.06464684413815633,798.3095106422559,0.08727182581653606
134,77.5185507,13.0001251,29.302558085574667,2.283274409746767,0.05063969692290623,0.1625925896751526,22,8.756278970218178e-05,8,0.0002409018218171171,4.055118660732085,0.05063969692290623
135,77.5185507,13.0091251,29.287265448190357,2.006530257052495,0.0764585955007178,0.1242396603124971,14,0.00027316124944948343,13,0.03628168218489735,451.294363386998,0.0764585955007178
136,77.5185507,13.0181251,29.471025992456827,2.21497642893197,0.09686135934346635,0.1488395400923118,14,0.0003577902311423729,10,0.004027165094494348,54.135250933786686,0.09686135934346635
137,77.5185507,13.0271251,29.341410312613906,2.017687191525947,0.10355999493670837,0.16205700803807915,15,0.00046311374775630167,11,0.04076656542828601,509.00838488941133,0.10355999493670837
138,77.5185507,13.0361251,28.940168339270464,1.9067198384287098,0.13475244150232057,0.1222059917217492,15,0.0004737633228223412,13,0.03207152044443304,401.7936267562393,0.13475244150232057
139,77.5185507,13.0451251,28.534800192930785,2.1338294132768594,0.12414130741641363,0.13632350466206133,12,0.0005451359870690624,10,0.034339035505265014,430.6687838559763,0.12414130741641363
140,77.5185507,13.0541251,28.388708910205832,2.0461132508774336,0.14883553767612562,0.1396239411617006,16,0.00015520930587043183,10,0.01160568141328326,145.1961817179468,0.14883553767612562
141,77.5185507,13.0631251,27.892803109469543,1.9050176727624757,0.18506362023313358,0.14462737860903158,17,2.9283544560508044e-06,5,0.007264643281905988,89.72310662175357,0.18506362023313358
142,77.5185507,13.0721251,27.8050414113432,2.2632494656652478,0.20533453400282956,0.15595502220304355,15,5.220855472475145e-05,8,0.009872002304141848,122.52112171440248,0.20533453400282956
143,77.5185507,13.0811251,27.213232305826676,1.6383032783889204,0.25046583096821395,0.1321996949987578,20,8.279373865248608e-05,4,0.034931237912707545,432.2719956958029,0.25046583096821395
145,77.5275507,12.8471251,24.08551107220045,2.0560179705505983,0.44881521100797145,0.14212211587994805,12,0.0008691087449847965,2,0.007448655855711226,102.68845186044473,0.44881521100797145
146,77.5275507,12.8561251,24.55085315837444,2.102649291174098,0.4355412735391436,0.1564089557453153,14,0.00026807924999932805,10,0.012822935380639227,161.61746457578465,0.4355412735391436
147,77.5275507,12.8651251,24.747318793015364,2.145113285669086,0.42663831288902576,0.16293175422641515,14,0.0001365874194645947,2,0.011079549860086612,138.4708306117433,0.42663831288902576
148,77.5275507,12.8741251,25.580603513015756,2.1451005697007943,0.3579318462822429,0.13049195920749132,15,0.00037565859170964267,6,0.007360706579508394,95.51068112614861,0.3579318462822429
149,77.5275507,12.8831251,26.22987777062054,2.140671173626365,0.3390043436889096,0.13494513052481039,17,0.0005016871812528,7,0.010872400395888387,140.42083428569367,0.3390043436889096
150,77.5275507,12.8921251,26.351297531867225,1.6760344412096786,0.32162764161154084,0.13433417611452095,14,9.526654944311327e-05,7,0.009836331898933291,122.61232652316549,0.32162764161154084
151,77.5275507,12.9011251,26.81470000344119,2.009993373128686,0.2678373977571099,0.12461022244394365,17,0.0004341353023612618,12,0.06837526819903755,849.4988086592448,0.2678373977571099
152,77.5275507,12.9101251,27.60267734871732,1.7234935327337046,0.25839831797995344,0.1264349157291539,20,0.00013794844608219922,5,0.01781494323623989,221.6406380533591,0.25839831797995344
153,77.5275507,12.9191251,27.914481851414358,1.9716150065250218,0.20124358117511723,0.14994022558973158,21,0.0009438956453624441,7,0.021999937327271724,283.25719719301446,0.20124358117511723
154,77.5275507,12.9281251,28.269669638262975,1.8605423185687198,0.17533965537835383,0.142693180738753,16,4.914887285436912e-05,14,0.05226082699354205,645.8021711900793,0.17533965537835383
155,77.5275507,12.9371251,28.998555830404257,2.136310330678749,0.17407207089675006,0.1525251322969464,22,0.0003816927481378433,10,0.026808316956357305,335.67913215426114,0.17407207089675006
156,77.5275507,12.9461251,28.766766012683448,2.1271203228354665,0.129726979804728,0.14899630886391713,26,0.00041331951696662873,9,0.0015094931195971904,23.738427611899006,0.129726979804728
